,DGAT1i+2i,DGAT1i+2i,DGAT1i+2i,DGAT1i,DGAT1i,DGAT1i,DGAT2i,DGAT2i,DGAT2i,OA,OA,OA
Metabolite.name,1i_2i_01,1i_2i_02,1i_2i_03,1i_01,1i_02,1i_03,2i_01,2i_02,2i_03,OA_01,OA_02,OA_03
PC 22:6_30:8,41459112,39913976,43241760,32352020,39829076,34880476,5493810,3526140,2326270,3653376,685617,448815
TG 60:3|TG 18:1_20:1_22:1,26593552,21730324,9555190,119755888,147771104,197690320,30764080,153317328,108187320,24462776,34348840,47145316
PI 44:7,1914140,2061173,2298391,850847,1308554,151300,3113,0,0,0,0,0
PC 50:10,19914292,9912199,16945962,22407306,31224876,30795964,0,0,918219,0,0,0
PI 44:4,10939247,32081120,66431840,4040038,4039187,3150693,16168593,19001682,20114924,29310888,34447660,17921674
TG 60:2|TG 24:0_18:1_18:1,2112698,1125158,272353,10242252,12344320,16308521,590876,9343090,8288530,633500,9486,682611
PI 44:6,9247939,12620004,10115106,8471675,10980945,9510379,847121,660732,733204,1359003,471417,483129
PC 50:9,7530944,13047290,23279126,0,3944040,383154,252711,4488486,8002719,17812122,7640206,813005
PC 20:5_32:7,5031246,20411526,33031308,1729891,2004350,752475,6554444,9073205,7487930,14432238,16691465,15501357
PI 44:5,5947864,4979680,6566900,4036984,6306404,3969166,0,92281,0,0,0,295784
SM 54:8;2O,155166976,169415696,138551488,26133960,79450544,48529380,53073748,104371144,174654448,271784832,137287024,31178588
SM 54:5;3O,0,897269,3347100,8498881,12795952,32273626,33326504,32314928,24645978,36026532,30439006,34132884
DG 18:0_44:7,2360629,4847088,4748883,703238,953035,0,2326390,4842558,3875970,4404361,6150176,6759408
TG 18:4_18:5_26:7,14072868,69941240,77797536,18744932,7373808,9573190,85427648,73849432,46547244,88826544,126149952,59628740
SM 54:4;3O,2248168,3901152,3735615,13307090,22517996,30815324,42627960,30367320,41116996,47688264,51305432,48346404
TG 62:13|TG 18:1_22:6_22:6,84601720,95101168,77329216,286296608,362505920,465714720,314985280,319168288,307451328,271137376,280372000,264755040
TG 62:13|TG 18:2_22:5_22:6,17400376,18738094,16969114,30565056,39436996,43033912,22767142,33439276,24934082,28381630,25377164,27921448
TG 16:3_16:4_30:8,1048593,12165637,7923147,7762610,1230933,620637,27914968,39827720,9583257,12715418,26594228,52238180
PE 54:13,25987080,37289068,36564832,26235764,26245662,33593756,29860512,31106588,27340790,32639592,33331540,34039680
PC 50:6,61483860,75166840,50494020,74507560,82897992,97618384,37023632,43500504,37288636,22688434,24121492,30043264
TG 62:12|TG 18:1_22:5_22:6,330264800,350639584,297188032,876532800,1011232320,1181748480,656352384,823853184,711089920,658626560,742072576,671079232
TG 8:0_16:2_38:10,692555,0,0,6587040,2609203,5326602,17712062,24002176,21086772,15894807,18916426,13000213
SM 54:5;2O,8809498,8215263,27712284,6626632,4914279,5359812,6472288,9192038,6972543,7933588,6433684,297613
PE 16:4_40:11,4417857,296941,872793,3545140,4060552,1181847,0,0,0,0,0,0
DG 22:6_42:12,1938523008,2865366784,1710570240,1888701696,1677814272,1394252416,4727871488,3494353920,5555923456,6925501952,6043212288,4809676800
TG 62:11|TG 18:1_22:5_22:5,236102416,199258304,158920176,385074112,534629504,558626560,305879872,327774976,313960800,291861984,383817056,332713920
TG 62:11|TG 18:1_22:4_22:6,371764704,320012000,333033568,792130752,841905664,972384832,332221216,478244704,406795776,374974784,322207296,363967936
TG 8:0_16:1_38:10,1643357,0,556738,306178,0,0,314969,1947487,1473306,0,2262827,0
TG 62:10|TG 18:1_22:4_22:5,467316544,435197920,342791264,645739904,741448704,958630272,318071584,461613984,389348192,330639936,386782368,322381664
TG 62:9|TG 18:1_22:4_22:4,288968192,242213152,195316112,283011296,352150208,400781920,130815288,164564224,133275856,125403200,161330400,145334080
PS 50:3,85170016,97481648,54700272,88853448,82858288,82688072,179001840,133900560,201699280,217426208,195489840,154137664
DG 20:3_44:12,4027118,7701137,10696110,919572,0,317382,1997526,6983798,6569422,13409436,13221513,14302506
TG 62:8|TG 18:1_22:3_22:4,53955960,45332516,32779412,61024372,64050452,65175988,18105580,41636932,38768756,26299224,31776932,33425188
TG 62:8|TG 18:1_22:1_22:6,44373824,28885242,19438698,79045256,90544056,115501008,48980772,98650560,75124360,42422172,49162592,49168532
TG 20:3_20:4_22:3,11957434,14199163,12399871,0,6598446,3826393,2148527,9909413,9903822,26229110,10366339,1862923
TG 62:7|TG 18:1_20:1_24:5,89116008,60127820,45669284,165679856,187082240,270810784,73034744,144328256,132050936,81172208,83234584,83303072
PC 52:14,8201575,2234324,2623639,4126734,7026268,2126582,0,118379,0,385406,0,0
PS 50:1,14288864,40765444,35659180,3502388,4646326,1728965,15853104,37005300,26789090,60993916,54504496,14231851
TG 62:6|TG 18:1_20:1_24:4,57790716,34033112,23918136,116416864,147807440,172844832,31111558,95409680,74118456,32422396,34272680,41573328
PC 52:13,11659152,16582143,12293657,10333623,12836394,14256002,11683002,11111105,8534658,10799143,12665396,11264634
PI 46:7,7220342,6907262,1991217,5883004,6274829,6638460,0,0,4557,0,0,0
TG 62:5|TG 18:1_22:1_22:3,9169841,9614369,2034348,16502954,16369768,20628428,4355892,14010868,11170308,2302147,2942930,3109545
SM 56:9;3O,16530588,10045552,13805237,21634426,9414844,5210646,0,57669,341430,0,547890,0
TG 8:0_16:0_38:7,10165237,11465773,6346098,2918531,3169602,1453206,2313872,7878943,10937746,7716088,8513033,0
TG 62:4|TG 22:1_22:1_18:2,9100635,10243301,1066002,1573060,1851171,2093351,547284,1776932,1387083,127999,141215,52661
SM 56:8;3O,2643473,11977280,3502432,3226693,684577,1934282,8132112,9752844,8383704,9812527,1730395,4604533
PC 52:11,25338120,26114498,26901634,4412728,9693502,7920392,10664663,16138001,23331224,38815064,27151042,3228591
PG 26:1_26:2,5121022,12626371,15160906,5705586,4906256,3858796,5938627,11259210,11129131,12099218,24891268,11661327
TG 62:3|TG 18:1_20:1_24:1,6451123,7364866,2135964,8968875,8740016,11615665,1510400,13928490,6680844,230609,299827,2130842
PC 52:10,2982661,2981105,8132904,687865,1100058,248411,11192683,7141062,3033997,18466006,17007812,7730542
TG 16:3_16:4_32:9,6308864,13211456,1187770,48145272,7384178,17540576,173168640,66719544,54889408,43615004,55196584,303466944
PC 52:9,1113577,7464046,33940588,1387865,158882,555917,13003263,4946696,6935238,11506227,11984879,14370406
TG 8:0_18:5_38:10,3168060,8592833,6935342,14241732,17876938,19818302,17036142,20322098,15414055,14636591,19268486,15337794
PI 46:5,8547600,8569312,8670755,6822885,11101758,8915969,0,322958,0,0,0,0
PC 26:4_28:7,4919739,12497542,10849734,721233,1451119,231779,3676901,5676588,7863794,26368760,8976174,4587706
TG 64:14|TG 20:3_22:5_22:6,4595066,5660107,3405908,14828921,25431966,20104746,7871270,10958023,8929159,11780429,9615457,14247159
PE 56:14,22936064,31617810,24661266,27018530,26967030,28383660,18587056,19386798,15513454,18515328,21609988,18856546
PC 20:3_34:7,32845362,67048448,74399560,36295180,37818200,34764700,32271048,39437268,81279872,98175704,86539088,41952140
TG 64:13|TG 20:4_22:4_22:5,6493656,6944114,5496210,16333125,32803906,16388151,4765301,12669844,7532926,5886204,7259945,8491746
TG 16:4_16:4_32:7,78224960,56278648,61436700,45538024,69459888,45999340,32564884,36418456,122846352,139762064,113396944,43340968
PE 56:13,420501184,628852096,568422656,462520992,513222656,571602112,428324768,437770848,367325440,442067840,433999072,441632608
PC 22:4_32:5,6317618,6015142,12686140,5870562,7235548,2081913,1397271,7120506,6041870,21048550,15677513,4209409
PC 54:9,11236109,22341310,23028188,14658808,13192050,5224367,11812222,13129603,28735146,33343984,34531296,22646968
PI 46:2,11220620,39791776,20072254,534401,4095498,3023410,2632926,15983894,26853216,67930648,34732484,5335982
SM 18:1;2O/40:7,10816902,13105954,10538698,34462252,52204416,44931976,18331012,19214136,15359335,17632644,18528280,12744732
TG 64:11|TG 18:1_22:5_24:5,35954580,29630868,22312430,36954032,35028152,55920412,22491998,38010808,24469252,23554870,20889938,28894502
DG 22:5_44:12,6749598,9393510,19996802,3632555,4472572,4974818,7333741,14439533,16172598,9148154,12535275,5721970
TG 64:10|TG 18:1_24:4_22:5,29968224,22754808,18065896,30794066,38328428,46968308,13347058,16991260,12630968,21594542,23864600,17338720
TG 8:0_18:0_38:9,12244305,8714779,6839142,4743060,8269786,2752592,0,0,1765693,831157,0,0
SM 58:13;3O,3458841,18309418,16266247,1639519,1031372,918120,2175661,28260676,10757462,13315613,25793374,14886922
TG 8:0_18:0_38:8,3894877,2650388,2421800,8618955,9686223,10543198,2978636,7202970,5819628,2973508,3270793,2518773
PC 52:1,10589199,24087038,27128488,9657139,8544682,4657526,17781980,15360059,16645707,33891520,30186872,25737038
PC 54:13,43613724,41460896,40795356,49502988,54639508,60476788,31831554,48314644,31592616,24205928,24673312,30192876
PS 52:0,1826502,3142018,1181226,426455,1471191,202546,3314764,4770942,4062989,3502117,876600,0
SM 58:11;2O,0,748390,561823,12577419,0,766130,15981269,3556554,10462551,8557424,14129813,22494954
SM 16:3;2O/44:11,9794350,42029252,15370749,20157626,7744668,10186593,77281928,76476440,64897932,77573888,95321312,119111144
SM 58:6;3O,8167022,11119893,3845756,831218,0,0,3734007,9670403,3191033,11036865,11416380,535423
PE 58:16,237759712,280946592,252108592,316350592,330594944,386603104,245534880,272630112,251545664,227161024,258462240,254778624
SM 58:8;2O,2969713,2414120,12456430,882179,726527,0,73343,0,1686131,1857708,0,0
PE 58:15,2422279,2282273,1721574,1776372,2416024,2961948,937985,1982302,733652,939614,1133504,1235041
PC 54:8,24217050,81288656,76546304,43252196,16599991,18327668,160620448,46917744,63186264,143749584,109237432,171003904
TG 8:0_20:4_38:10,6050044,6689826,18389056,771794,510033,648687,320093,2977183,3832310,8411515,5597582,1684158
PE 58:14,121559040,161163392,157229824,102433704,104096000,121758840,92850000,91745112,76118640,99967032,108089648,104054712
TG 8:0_20:5_38:10,3042804,1392115,8947884,1111355,1547690,907589,2277501,456738,1958413,2679436,691001,0
PC 28:4_28:5,21487232,39389804,16011428,9314976,9469346,11572931,16369384,50706060,20698036,31562460,20039222,15753677
SM 60:14;3O,39251804,82654048,81533288,17474618,17279106,15734245,28798362,70345672,58676504,105484792,51980816,23856764
DG 24:3_44:12,1238266,0,0,7847,179130,0,0,217967,200934,0,0,0
SM 60:9;3O,8417980,4582858,4069071,4327517,6849904,7801873,0,0,0,0,0,0
TG 18:5_18:5_32:9,1757530,316792,8374096,0,264701,0,324711,588832,1630772,3413962,1588144,1155698
PI 50:4,7496620,3470798,8564830,2505672,2504729,3068740,3149126,9514,4655013,1332369,2496282,2175540
PE 58:3,622730816,740730880,475490272,65941248,94706984,62004764,241406784,740452160,477154656,821930624,919915328,177977728
TG 16:4_16:4_36:10,45617408,142580832,249545552,44424944,23625312,28091696,126771480,101057824,72112448,166707472,141659008,115212336
TG 16:3_16:4_36:10,3444067,11727810,13045546,8716399,1162802,2485720,30968706,9203938,17681880,30405638,21264454,36195176
SM 60:8;2O,4540132,6973438,21285228,3173259,1082873,2546921,1821603,1035081,2925471,4936687,4055264,495175
SM 60:7;2O,2329607,5955468,9050498,1085866,195694,0,1781945,1988485,1799078,4729824,4829766,1532138
SM 60:4;3O,7350839,6261428,4394500,1252957,998486,2440220,5425198,3615019,4010975,6299392,5042984,5175548
PE 60:14,58287984,62153096,70020112,50882300,63165252,59991604,54352956,55168220,51120736,60188524,58020892,53254508
PI 50:1,7674310,14085763,9847467,2169211,5039590,6151296,3144176,10153887,14853083,17940798,16348668,6275622
PI 50:0,1152630,333750,0,0,0,0,0,0,0,733589,0,0
SM 62:10;2O,3433916,645278,457723,827229,2382180,3347567,0,586327,0,0,0,0
PI 52:4,34467996,63616116,116900200,14184763,17093154,14958955,8248384,31852860,13850511,70894088,52343748,26323346
PE 62:16,20629866,18654940,11420067,28138006,29977690,29428724,11018577,13121473,16834448,8538653,8516506,8598611
PE 62:15,13310608,19980512,16689236,14032523,12759070,16459966,19294496,18784430,16381918,18511220,23069470,17295780
PI 52:2,1782233,418946,1880299,0,0,0,38378,1229980,0,680423,528357,355297
PC 60:16,4080498,5528720,1808266,1755651,6899171,5979894,218498,3549336,425050,144271,96253,2158160
PC 60:15,5664250,4237114,4659303,4633996,3761595,4168260,4333970,5827596,5823452,3115737,4752795,4709988
DG 26:0_44:0,2444986,887049,0,0,0,0,0,0,0,0,1687187,0
PC 60:14,51626216,63632952,43497148,49575084,52463448,60867316,47704072,52233660,52981072,44212496,61325012,57889600
SM 64:12;2O,1822120,4854437,6112786,0,0,0,822352,1848937,817178,315317,3487104,296032
PC 60:10,4207438,5900154,11432043,1262255,2082651,1434170,1531366,919637,3826704,9657860,5114502,1832878
TG 8:0_26:5_38:10,1506944,42029,4127216,344625,0,0,121748,1729464,1682396,376368,705952,493731
PC 62:17,30794998,17956194,8326893,34040212,34332528,39379004,27515320,24006820,26034628,5400983,19827730,28216300
PC 62:16,10173826,15338508,3014176,11324669,13429160,12298257,2893254,4135702,3840436,1271980,1483123,1819107
SM 66:14;2O,5310505,4456534,7252100,10288070,4002689,5147379,0,0,0,541215,0,0
PC 62:13,3626385,4208004,1102474,3870551,4258932,4618460,1326494,1999449,1347419,45689,453487,1047399
TG 16:3_22:6_36:10,1043678,0,487006,612361,598790,1553806,0,0,0,0,0,682371
PE 66:16,35145708,59680548,12476371,46971240,50801396,39316396,11815828,12561590,18171178,10342638,7001712,14133921
PE 66:15,2207722,4114876,2851087,3970394,3842413,3751759,5985726,5028896,5534958,4669370,9021636,5769766
PE 24:4_44:12,1028448,6203689,45661296,861431,0,0,4009006,0,0,10427300,1775356,1692414
PC 64:17,4186663,1896452,927658,4562757,6026786,5707243,1445568,3305385,4403832,1431735,2609456,2586308
PE 68:17,2588924,2612744,1016381,3204090,3729065,4117336,249064,951525,2700919,321907,0,957063
SM 68:3;2O,10021178,29183218,28508098,7151506,3062657,1252697,20420400,19936450,16887872,37957648,33059444,33581072
SM 68:1;2O,7337320,25984078,24939792,5416950,1386286,0,14103265,17899606,14678997,27014426,21915008,20068534
DG 38:9_42:12,19861614,52315788,24638168,992258,3323330,3594738,5380375,23750960,17153958,25982440,31481902,14620530
SM 70:2;2O,11163243,27733208,25595130,3084317,2636311,1682062,23009414,19586764,16456552,31342418,20594400,23840978
PC 24:0_44:1,22881462,10367626,15633035,13045341,10425700,12952672,19291560,23683344,39511060,39063040,39059796,8237989
DG 40:10_42:11,35670648,69821576,31267898,12232789,17576734,11416604,6794776,47246876,37141428,32094086,42709296,21473190
SM 74:14;2O,4614452,891231,903600,2941360,0,2138018,0,1408990,0,0,0,0
SM 74:13;2O,4870394,24592184,13556960,5051318,411622,1978568,6311755,32087768,7765282,14389653,28172078,20386122
PC 70:10,24389480,39600552,36794012,15657790,20172202,12202753,37508356,47871256,62859696,81277904,94827640,22521372
SM 34:2;2O/44:12,2263893,1294636,0,1308493,1024319,3240748,1553953,2079296,1429911,0,1443227,1412850
PC 72:10,3685983,15340450,14867982,5037852,6895746,3051552,14576553,23386344,25883716,29174976,27044918,8466046
PE 80:17,5868375,13228386,6420029,241623,1705022,1431669,5453094,2587573,8861093,21400138,6278734,2428821
PE 82:22,28671522,23600150,19175942,27172476,36375536,28816928,26036180,29943282,28225952,25174192,31712014,33131620
FA 14:1,1140234,2512624,1995778,849588,1088758,1306117,1644587,1820835,2476461,1774016,648489,0
FA 14:0,1038655,2545952,2627508,392916,663033,197185,1836988,2181910,2199335,4836360,4551558,5061350
FA 20:5,4763693,3967313,4639898,4877310,5589584,6411408,4577963,4451037,3045264,6295875,5267508,5255752
FA 20:3,882307,1190858,422200,941923,1162492,1307595,1861150,1442442,953379,2216662,1553152,1305780
FA 20:1,1426843,2902660,3795805,1372906,1943569,1314326,4016668,3151642,3864780,9786502,5429453,5880222
FA 22:6,2151437,2661846,2359713,3023752,2900236,3403077,2353459,2362426,2316221,2760078,2324220,2650876
FA 22:6,48958108,61632052,46301656,41810892,49726604,50640988,68759384,67453328,43671636,91503792,83625856,88352216
FA 22:4,1620344,2236752,1221118,1080401,1438034,1684519,2086231,2042004,1147208,2486014,1644004,2027936
FA 22:1,501857,1143135,484803,491140,586790,401955,600434,753767,508985,1061218,472446,386834
FA 22:0,525590,770772,616614,661073,376274,249793,1243088,986587,937120,1066471,1075133,1140749
LPA 12:0,102214,303025,352701,19284,10219,0,480441,612193,325702,889792,1077767,700519
FA 24:6,0,514876,721010,0,0,0,122231,413153,179630,2780112,1560830,2230641
FA 24:5,255650,51862,97501,129604,220842,259553,0,78856,66862,248708,252792,262424
FA 24:2,0,244590,528061,0,0,0,78638,205152,138479,1289587,720029,499890
FA 24:1,72060,56656,418860,3473,0,113726,594207,1423153,2246199,3862501,1981378,1848520
LPA 14:1,227421,1590473,4244238,60962,93997,45545,1668950,1198776,4197092,5246926,6466782,6565249
FA 26:7,0,0,7820,0,0,0,0,3342,5070,148197,621295,484126
FA 26:6,0,248066,1376,0,0,0,0,499450,361399,2715659,280769,170284
PG 2:0_6:0,59034,337555,847098,16471,23387,26265,464491,278591,468249,606118,1609104,1822726
FA 26:4,18010,215314,512302,0,0,12628,97440,280667,172105,575795,795080,388949
FA 26:4,364807,554678,681308,53090,0,261427,1021946,1331242,1299938,3505121,2428842,2550554
PA 2:0_12:0,144695,695041,1119904,0,25132,0,596155,458375,870683,2627010,1128424,1249600
PS 2:0_6:0,1796825,2364200,2471878,1834506,1477296,1444948,2541154,2325204,2421318,2780542,2780669,2469007
FA 28:7,7332709,1264940,1003057,6567343,7369558,5087878,2684377,7201998,8943875,9483652,9729386,1498033
SM 8:0;2O/2:0,36818,268409,878756,170317,0,24639,3023,283312,656749,1691688,1970085,2108669
FA 28:4,94582,728280,126766,7749,0,58839,1507359,252764,736704,1288630,539246,3287766
LPC 8:0,16148,228099,750389,0,0,0,579131,982038,11924,2033523,2855835,2507357
LPI 6:0,134973,872074,1015877,4028,83876,186087,184946,384422,564789,1219402,1312064,1004734
