"","Count (COLD1)","Count (COLD2)","Count (COLD3)","Count (COLD4)","Count (RT1)","Count (RT2)","Count (RT3)","Count (RT4)","Count (RT5)"
"Rasl11b",179.822107978445,262.370319959988,310.296724527247,161.272047942189,323.032263817212,577.936520044459,241.555467166641,142.749857949677,137.943104030292
"Atp11a",809.199485903003,741.546648589204,870.230663523783,256.267911798546,1084.76318268941,812.587437957247,728.949299853943,104.784470197104,2107.77062958287
"Synj2",384.165412499405,486.686929391429,474.777319107479,395.447898378792,224.038505550647,590.972682150725,315.221318855759,238.422635086163,409.888080547154
"Pcgf1",448.737896728029,408.075974746928,366.290118426901,233.071247368506,372.008123170144,288.244028794104,286.097610048433,537.589890576444,257.75654295946
"Apol9b",96.4500397338933,130.684453262513,162.14753650108,64.0669779496366,432.446417690784,331.697902481657,211.575178688512,546.701583637062,81.9776161094308
"Tusc1",244.394592207069,345.487635061817,599.595926342124,330.276317361058,385.554637459253,911.082884982368,250.121263874678,259.683252227604,215.979488596
"Nipsnap1",342.47937837713,251.354772175409,212.308285202853,420.853768945027,191.735279168926,121.670846325149,171.315934160739,675.783901995813,299.53359732292
"Gm16973",85.8241878988033,21.0296821341975,0,215.397598278951,12.5044747284082,5.79384982500711,153.327761073861,296.130024470075,465.065322159271
"Ltbp1",605.673554600126,480.177742064177,463.112028711718,476.083922349886,457.455367147601,660.49888005081,1300.28794028001,656.041900364474,543.101706724979
"Rpa3",131.597088111498,195.275619817549,138.816955709558,418.644562808832,211.534030822239,73.8715852688406,234.702829800212,473.80803915212,387.817183902307
"Rnf125",101.354279042396,34.5487635061817,8.16570327703282,250.744896458061,0,5.79384982500711,154.184340744665,88.0796995859711,171.837695306307
"Ppp1r8",1340.4920776575,1148.12050318369,948.388109175383,870.42721766058,950.340079359024,819.829750238506,1027.89560496443,1056.95639503165,915.942210761141
"Pigv",613.029913562881,601.348767694553,761.743462843204,251.849499526158,1001.40001783336,521.44648425064,313.508159514152,564.924969758297,615.620367129476
"Il2ra",290.167492419764,52.0734986180129,13.9983484749134,93.8912607882606,53.1440175957349,5.79384982500711,129.343530291358,242.978481616472,576.208051692249
"Tmem108",150.396672127427,300.424030488536,270.634737181659,2.20920613619437,240.711138521858,0,14.5618544036628,201.975862843692,190.755606716176
"Cutc",201.073811648625,243.343464695714,102.654555482698,216.502201347048,100.035797827266,85.4592849188549,178.168571527168,280.943869369046,337.369420142658
"4430402I18Rik",176.55261510611,89.1257957115991,53.6603358205014,339.113141905835,17.7146725319116,73.8715852688406,248.408104533071,168.566321621427,234.897400005869
"Chst10",117.701743404073,118.667492042972,89.822736047361,0,241.753178082559,15.9330870187696,37.6895055153625,318.909257121619,117.448700002935
"Zfp647",88.2763075530549,173.244524248389,234.472336954799,48.6025349962761,213.61810994364,351.976376869182,130.200109962161,59.226004894015,50.4477637596497
"Mettl10",107.075891568983,170.240283943504,349.958711872835,379.983455425431,230.290742914851,286.795566337852,267.252857290752,422.17511180862,366.534533566205
"Slc10a7",295.889104946351,453.64028603769,138.816955709558,330.276317361058,156.305934105103,136.155470887667,215.858077042531,151.861551010295,339.734159068891
"Camk4",170.013629361439,68.0961135774015,96.8219102848177,32.0334889748183,179.230804440518,2.89692491250355,17.1315934160739,256.646021207399,546.254691959957
"Cenpc1",116.884370185989,52.0734986180129,37.3289292664357,354.577584859196,27.0930285782178,11.5876996500142,162.750137452702,154.898782030501,495.018681891563
"Zfp560",60.4856181382043,72.1017673172487,151.648775144895,303.765843726725,64.6064527634424,143.397783168926,174.742252843953,223.236479985134,320.028001350278
"Myof",655.533320903241,520.734986180129,459.61244159299,596.485656772479,618.971499056207,728.576615494644,748.650632282428,534.552659556238,614.043874511987
"C330018D20Rik",120.153863058325,130.183746545032,94.4888522056655,1027.28085333038,117.750470359177,50.6961859688122,324.6436952346,589.222817919945,592.761224175884
"Mal",94.8152932977256,42.560070985876,34.9958711872835,531.314075754745,39.597503306626,114.42853404389,495.959629395338,397.877263646973,472.159538937972
"Gm10175",609.760420690546,652.420852877604,311.463253566823,766.594529259445,343.873055031226,356.321764237937,398.309546923717,495.068656293562,423.288267795811
"Gm20775",81.7373218083841,0,2.33305807915223,202.142361461785,1.04203956070068,4.34538736875533,117.351414900106,116.933394277927,238.838631549592
"Fbxo33",230.499247499643,108.152650975873,156.3148913032,371.146630880654,151.095736301599,85.4592849188549,257.830480911912,258.164636717501,879.682880558892
"Foxo4",1173.7479411684,1326.37209460689,1293.68070488991,1217.2725810431,1511.99940257669,2250.91065701526,1455.32886069547,1236.1530252238,1296.66517788475
"Myb",268.915788749584,131.185159979994,57.1599229392297,3.31380920429155,181.314883561919,8.69077473751067,28.2671291365219,88.0796995859711,472.159538937972
"Asb1",507.588768430065,444.627565123034,416.450867128674,513.64042666519,339.704896788423,253.480929844061,579.047857463296,428.249573849032,424.076514104556
"Siah2",519.031993483239,438.619084513263,517.938893571796,358.995997131585,632.518013345316,383.842550906721,382.891112849251,636.299898733136,380.722967123607
"Atp8b4",193.71745268587,25.0353358740447,30.329755028979,120.401734422593,65.6484923241431,17.3815494750213,109.642197862873,173.122168151736,549.407677194935
"Gvin1",568.07438656827,49.0692583131276,15.1648775144895,1775.09713043217,82.3211252953541,18.8300119312731,304.085783135311,3.0372310202059,3985.37333701233
"Mypop",177.369988324194,312.941698425559,461.945499672142,155.749032601703,430.362338569383,803.896663219737,253.547582557893,256.646021207399,197.849823494876
"Prnd",105.441145132816,38.5544172460288,111.986787799307,709.155169718392,32.3032263817212,111.531609131387,338.348969967459,0,223.861951683446
"Ldlrad4",191.265333031619,263.37173339495,363.957060347748,153.539826465508,364.71384624524,690.916591632098,229.56335177539,150.342935500192,137.943104030292
"Mnd1",89.0936807711387,128.180919675109,58.3264519788058,528.000266550454,48.9758593529322,104.289296850128,239.842307825034,293.092793449869,257.75654295946
"H2-M2",270.550535185751,79.1116613619812,46.6611615830447,6.6276184085831,259.46785061447,0,8.56579670803693,373.579415485326,808.740712771885
"Eid2",259.107310132578,217.306715386708,275.300853339964,431.899799625999,264.678048417974,780.721263919708,444.564849147117,449.510190990473,296.380612087942
"Zbtb40",579.517611621444,516.228625722801,709.249656062279,275.046163956199,828.421450757044,495.374160038108,296.376566098078,595.297279960356,506.842376522731
"Nr2c1",290.984865637848,199.281273557396,156.3148913032,468.351700873206,97.9517187058644,120.222383868898,424.006937047828,148.824319990089,234.897400005869
"Adgrg2",82.554695026468,54.0763254879365,3.49958711872835,292.719813045754,9.37835604630616,0,230.419931446193,86.5610840758681,327.122218128979
"Zbtb44",398.060757206831,318.950179035329,333.627305318769,259.581721002838,408.479507794668,462.059523544317,477.114876637657,271.832176308428,964.813481903301
"Cep70",91.5458004253902,15.5219082419077,22.1640517519462,732.351834148432,12.5044747284082,15.9330870187696,274.105494657182,488.99419425315,585.667007397184
"Nup107",494.510796940724,440.621911383186,361.624002268596,326.962508156766,587.710312235186,243.341692650299,334.922651284244,299.167255490281,583.30226847095
"Tnnc2",46.590273430779,78.6109546445003,15.1648775144895,4293.59212569375,221.954426429246,20030.7873075058,1194.07206110035,94.1541616263829,38.6240691284818
"Prr14l",759.339719599889,356.002476128915,396.61987345588,392.1340891745,481.422277043716,224.511680719026,471.118818942031,536.071275066341,994.766841635593
"AC159649.3",353.922603430303,232.327916911135,45.4946325434685,271.732354751907,42.7236219887281,0,9.42237637884062,78.9680065253534,584.090514779695
"Atm",295.889104946351,57.5812725103028,18.6644646332179,159.062841805994,54.1860571564356,0,179.881730868776,78.9680065253534,565.172603369826
"Gfra4",253.385697605991,389.049119482654,368.623176506053,189.991727712716,289.68699787479,362.115614062944,170.459354489935,314.353410591311,152.131537587694
"Cpox",336.757765850543,255.861132632737,334.793834358345,360.100600199682,445.992931979893,194.093969137738,298.089725439685,198.938631823486,532.066258402556
"Rrm2",359.64421595689,226.319436301364,425.783099445283,438.527418034582,862.808756260167,110.083146675135,215.858077042531,425.212342828826,348.404868465081
"Twist1",590.960836674617,1252.7682071372,1839.61629541154,1167.56544297872,1141.03331896725,4427.94972876168,1459.61175904949,1173.88978930958,1120.09800472597
"Pias1",831.268562791267,620.876329676308,752.411230526595,789.791193689486,973.264949694439,740.164315144658,889.986277965037,874.722533819299,1474.02059735227
"Arhgap15",223.960261754973,22.5318022866402,0,81.7406270391916,22.9248703354151,2.89692491250355,115.638255558499,762.344986071681,1074.37971881879
"Slc4a11",267.281042313416,307.93463125075,296.298376052334,175.631887827452,339.704896788423,554.761120744431,188.447527576812,145.787088969883,137.943104030292
"Prim1",111.162757659402,37.553003811067,10.498761356185,189.991727712716,59.396254959939,0,116.494835229302,533.034044046135,335.004681216424
"Slc25a32",152.031418563594,75.606714339615,135.31736859083,773.222147668028,46.8917802315308,56.4900357938193,186.734368235205,230.829557535648,588.819992632162
"Ift122",264.011549441081,338.477741017084,477.110377186632,313.7072713396,387.638716580655,1241.33232500777,484.82409367489,259.683252227604,188.390867789942
"Icos",253.385697605991,64.0904598375544,81.6570327703282,13.2552368171662,165.684290151409,2.89692491250355,46.2553022233994,390.284186096458,726.763096662454
"Dhx36",112.79750409557,34.0480567887008,37.3289292664357,1664.63682362246,72.9427692490479,36.2115614062944,532.792555239897,1079.7356276832,1987.16894434495
"Tmem170",121.788609494492,43.0607777033569,37.3289292664357,310.393462135308,46.8917802315308,52.144648425064,214.144917700923,136.675395909265,322.392740276512
"Prdm15",383.348039281322,194.274206382587,142.316542828286,279.464576228587,345.957134152627,101.392371937624,220.997555067353,182.233861212354,495.018681891563
"1810032O08Rik",193.71745268587,208.794701189533,333.627305318769,133.656971239759,413.689705598172,238.996305281543,150.75802206145,246.015712636678,317.663262424044
"Ctgf",188.813213377367,110.155477845797,185.478117292603,331.380920429155,174.020606637014,434.538736875533,520.800439848645,71.3749289748386,223.073705374701
"Samd8",246.029338643236,132.687280132437,34.9958711872835,1030.59466253467,113.582312116375,57.9384982500711,53.9645192606327,21.2606171414413,1103.54483224234
"Slc35a2",181.456854414613,490.692583131276,344.126066674954,262.89553020713,275.098444024981,415.70872494426,265.539697949145,132.119549378957,212.038257052278
"AU022252",617.1167796533,622.378449828751,507.440132215611,701.422948241711,643.980448513023,622.838856188264,739.228255903587,766.90083260199,494.230435582819
"Flnc",170.831002579523,243.844171413195,426.949628484859,312.602668271503,270.930285782178,1838.09885698351,349.484505687907,229.310942025545,64.6361973170512
"Zfp518b",125.875475584912,8.0113074796943,5.83264519788058,233.071247368506,6.25223736420411,4.34538736875533,84.8013874095656,121.489240808236,178.931912085008
"Sox10",136.501327420002,273.886574462049,302.131021250214,217.606804415145,314.695947331607,1578.82407731444,543.071511289541,296.130024470075,171.837695306307
"Dopey2",1411.60354763079,1490.10319122314,1536.31874512175,845.021347094345,1539.09243115491,1739.60340995838,1493.87494588164,1107.07070686505,1024.72020136789
"Gm10031",138.953447074253,84.619435254271,55.9933938996536,500.385189848024,68.7746110062452,49.2477235125604,134.48300831618,244.497097126575,522.607302697622
"Rabgef1",631.829497578809,617.371382653942,618.260390975342,287.196797705268,539.776492442955,575.039595131956,406.875343631754,139.712626929471,469.794800011738
"1500004A13Rik",279.541640584674,196.27703325251,166.813652659385,30.9288859067211,265.720087978675,88.3562098313584,126.773791278947,123.007856318339,342.887144303869
"Zc3hc1",427.486193057849,411.580921769295,464.278557751294,349.05456951871,537.692413321553,576.488057588207,332.352912271833,482.919732212738,273.521469134351
"Abcg3",252.568324387907,11.0155477845797,3.49958711872835,78.4268178349,18.7567120926123,0,185.021208893598,385.728339566149,683.409549681505
"Nup133",832.08593600935,734.03604782699,499.274428938578,642.878985632561,622.097617738309,402.672562837994,721.240082816709,572.518047308812,689.715520151461
"Slc25a48",147.944552473175,199.281273557396,282.30002757742,397.657104514986,47.9338197922315,139.052395800171,113.925096216891,44.0398497929855,60.6949657733286
"Pusl1",393.156517898328,541.764668314327,648.590146004321,338.008538837738,603.340905645696,1116.76455377012,416.297720010595,370.54218446512,361.016809404993
"Cacnb1",232.133993935811,247.849825153042,324.29507300216,120.401734422593,553.323006732064,1028.40834393876,131.056689632965,246.015712636678,239.626877858336
"Tmem251",201.891184866709,123.674559217781,156.3148913032,489.339159167052,112.540272555674,124.567771237653,232.989670458604,529.996813025929,558.86663289987
"Zbtb24",470.806973616293,365.515903761052,342.959537635378,471.665510077497,325.116342938614,308.522503181629,443.708269476313,244.497097126575,574.63155907476
"Naa30",268.915788749584,246.3477050006,508.606661255187,1354.24336148715,286.560879192688,221.614755806522,299.802884781293,605.927588531077,1220.20528593653
"Qtrtd1",346.566244467549,233.329330346096,134.150839551253,311.498065203406,189.651200047525,59.3869607063229,294.66340675647,205.013093863898,457.97110538057
"Pclaf",218.238649228386,69.5982337298442,20.9975227123701,392.1340891745,81.2790857346534,5.79384982500711,83.9448077387619,478.363885682429,357.075577861271
"Lpar5",158.570404308265,116.664665173048,223.973575598614,8.83682454477747,315.737986892307,121.670846325149,38.5460851861662,4.55584653030885,72.5186604044965
"Ccdc62",174.100495451858,178.251591423198,172.646297857265,265.104736343324,147.969617619497,276.65632914409,286.954189719237,343.207105283267,266.42725235565
"Spred1",280.359013802758,225.818729583883,282.30002757742,1705.50713714205,273.014364903579,204.233206331501,496.816209066142,1025.06546931949,1690.78833225701
"Alg10b",282.811133457009,204.789047449686,166.813652659385,399.86631065118,133.381063769688,136.155470887667,334.922651284244,112.377547747618,478.465509407928
"Rtp3",171.648375797607,144.203534634497,26.8301679102507,249.640293389963,65.6484923241431,39.108486318798,256.973901241108,238.422635086163,178.931912085008
"Tsku",392.339144680244,690.474563406152,471.277731988751,372.251233948751,392.848914384158,454.817211263058,183.30804955199,314.353410591311,244.356355710803
"Rngtt",304.062837127189,382.039225437922,376.788879783086,783.163575280903,392.848914384158,278.104791600341,336.635810625851,548.220199147165,792.975786596994
