gene_symbol,I1_0,I2_0,I3_0,I1_2,I2_2,I3_2,I1_7,I2_7,I3_7
Ep300,14.85,15.27,15.33,15.55,15.01,14.1,15.48,16.23,16.54
Naif1,1.56,1.46,1.34,1.21,1.44,1.5,1.79,1.55,1.5
Cd79a,0.05,0,0.1,0.05,0,0.19,0.09,0,0
Wdr36,25.85,25.69,27.28,22.02,20.99,21.72,13.73,13.31,12.27
Myo9a,6.6,7.29,7.09,5.77,6.03,5.28,6.86,6.96,6.83
Gnb3,0,0.03,0,0.03,0,0,0.03,0.07,0.07
Fance,7.72,6.06,7.17,9.57,11.43,10.99,6.54,7.12,7.07
Baz1a,15.26,16.39,17.1,14.29,13.01,14.05,8.24,7.86,8.54
Vcpip1,5.39,6.43,6.01,7.51,7.61,7.57,6.98,6.68,7
Poc1b,5.53,5.85,5.74,4.69,4.25,4.6,3.1,3.71,4.22
Selp,0.24,0.07,0.26,0.02,0.03,0,0.05,0.02,0.02
Edn1,3.88,3.34,3.58,0.26,0.23,0.2,2.79,4.22,3.53
Asb14,0,0.07,0.07,0.03,0.03,0,0,0,0.11
Ier3,49.9,45.32,53.79,16.34,17.02,19.33,22.16,22.1,21.14
Stk19,8.87,7.38,8.6,9.75,9.85,10.41,10.81,8.13,9.22
Xrcc2,4.98,4.11,4.58,3.53,3.83,3.53,1.13,0.96,1.21
Pax1,0.42,0.39,0.18,0.16,0.32,0.2,0.07,0.45,0.1
Bub3,62.34,60.36,61.84,52.12,48.55,45.39,26.92,25.46,25.26
Glcci1,1.46,2.01,1.71,5.07,4.63,4.62,2.35,2.71,2.77
Sytl3,0,0,0,0.07,0,0,0.12,0.11,0.14
Selenof,256.33,241.52,248.53,239.96,215.85,230.28,254.88,211.75,213.06
Hyls1,7.4,6.84,7.88,4.1,3.6,4.66,2.09,2.71,1.85
Gm13212,2.25,3.26,3.08,2.41,1.78,2.58,4.32,4.75,4.26
Mpp1,23.97,24.86,24.5,41.47,45.12,43.9,49.82,44.75,52.65
Padi6,0,0.03,0,0.03,0,0,0,0,0
Tmem251,6.61,7.05,6.84,7.4,6.9,6.57,7.31,7.08,6.19
Mbnl1,66.32,73.72,71.99,50.48,51.46,46.64,50.21,53.15,52.5
Slc4a9,0,0,0,0,0,0,0,0,0.02
8430432A02Rik,0,0.13,0.04,0.04,0.04,0.04,0.04,0.08,0.05
Ap1m2,0,0,0,0.07,0,0,0,0.02,0
Gpi1,131.7,125.94,127.17,116.32,123.73,129.24,137.55,130.5,128.85
Sorbs2,1.07,1.51,1.31,0.06,0.1,0.07,1.31,1.96,1.33
Phlda3,117.42,121.42,117.79,128.21,133.87,126.35,145.12,135.65,144.88
Prdx5,206.39,208.56,201.12,139.59,134.93,133.76,141.59,135.97,145.9
Wfikkn2,0.31,0.22,0.33,0.21,0.19,0.07,0.63,0.82,0.61
Tgfb1,43.04,35.77,41.05,21.04,20.69,21.61,29.4,30.47,30.22
Bex3,77.9,82.47,74.98,50.35,52.91,53.72,43.05,37.09,41.66
Ifi30,30.18,25.82,28.24,7.04,8.64,7.29,40.47,40.64,34.51
Creld1,18,18.02,17.28,15.63,17.09,16.21,25.24,28.39,28.69
Adam32,0.05,0.06,0.11,0.25,0.18,0.23,0.22,0.08,0.16
Dcaf5,10.88,9.79,10.72,11.99,12.3,11.85,14.59,15.2,15.04
Dnah8,0.19,0.17,0.18,0.06,0.1,0.09,0.18,0.16,0.14
Esco2,5.03,6.31,5.91,8.44,7.66,8.48,0.62,0.79,0.45
Fam181b,0.49,0.2,0.6,0.17,0.36,0.07,0.16,0.07,0.11
Dach2,0.56,0.75,0.71,0.01,0.06,0.03,0.11,0.12,0.16
Magi1,2.43,2.83,2.29,2.63,3.01,2.73,2.78,2.92,2.69
Nop10,60.04,49.07,51.31,93.48,79.21,80.49,39.31,37.05,31.83
Wsb2,99.96,103.14,95.68,37.47,39.07,35.73,55.77,49.41,52.38
Tmem68,6.88,6.65,7.93,6.4,6.73,7.47,5.42,5.16,4.31
Tmem189,34.65,32.8,34.53,32.82,31.65,29.04,24.29,22.83,27.47
Rcc1l,7.73,7.22,7.85,5.98,6.07,6.68,4.73,4.81,4.37
Sec14l2,0.6,0.36,0.45,0.05,0.09,0.12,0.05,0.07,0.1
Vopp1,19.08,19.8,21.13,16.6,14.46,15.8,20.34,20.19,21.2
Cenpt,15.24,16.13,15.14,11.1,11.01,10.77,7.51,6.74,6.96
Il2rg,0.87,0.5,0.77,0.23,0.32,0.15,0.96,0.55,0.53
Ss18l2,9.66,7.92,8.53,9.21,11.79,9.31,6.23,7.62,5.36
Msrb1,56.75,48.88,49.6,41.09,40.63,39.69,43.52,39.29,40.86
Adgrg7,0.03,0,0,0,0.03,0.02,0,0.02,0
Msc,0,0,0.06,0.06,0,0,0.04,0.12,0.04
Slc26a6,0.74,0.66,0.77,1.27,1.49,1.35,1.31,1.64,1.61
Psors1c2,0.08,0.33,0.08,0.33,0.16,0,0.23,0.08,0
Sult2b1,0.12,0,0,0,0,0,0.12,0.24,0.07
Cox20,17.69,22.91,22.56,15.61,16.11,14.63,25.57,22.2,27.78
Tmem28,0.04,0.09,0.09,0.09,0.09,0,0,0,0
1700001P01Rik,0,0.24,0,0,0,0,0,0,0
Ikzf5,8.71,9.38,8.58,9.55,9.57,9.44,7.43,7.45,7.92
Clpx,8.63,8.41,8.94,11.08,10.9,13.85,10.87,10.71,10.15
Zfp414,20.51,18.82,17.8,14.03,14.09,11.15,19.4,20.5,19.19
Vmn2r31,0,0.03,0,0.03,0,0,0,0,0
Prr32,0.68,0.42,0.41,0,0,0.12,0.06,0.06,0.13
Sec24c,34.38,34.81,33.87,37.22,37.72,37.48,26.22,27.05,27.03
Mdfic,27.57,31.09,29.21,44.19,43.01,44.64,39.21,38.56,36.75
Sim1,0.13,0.25,0.12,0.44,0.47,0.59,0.11,0.09,0.09
Slc25a10,10.11,8.55,8.89,14.56,15.07,13.96,8.75,11.11,11.14
Spast,7.9,8.27,7.89,8.17,7.92,7.95,8.18,8.39,8.11
Rph3a,0.22,0.14,0.17,0,0.02,0.02,0.01,0,0
Nat9,5.97,5.83,6.21,6.41,7.42,9.06,7.88,8.39,6.79
Wdr6,22.29,22.09,22.17,25.35,28.89,27.59,26.93,26.03,25.49
Frk,5.52,6.06,5.85,4.31,4.65,4.7,3.77,3.61,3.84
Gm4861,0,0,0,0,0,0,0.07,0,0
Rfx1,6.21,6.67,6.44,5.48,6.08,5.82,5.59,5.55,6.01
Pimreg,26.87,24.65,27.94,17.55,16.85,17.36,2.83,1.85,2.12
Cyp4a12b,0.32,0.31,0.6,0,0,0,0,0.02,0
Irf2bp1,12.33,11.79,12.06,11.78,13.64,14.3,10.23,9.74,9.06
Retn,0,0,0,5.39,3.34,5.24,44.86,68.98,55.53
Slc22a5,4.89,5.1,4.44,3.52,4.08,3.73,5.3,6.04,5.14
Tnfrsf22,10.44,10.55,9.52,7.9,7.97,7.61,5.49,5.78,5.88
Igf1r,19.33,19.9,19.52,13.3,12.4,12.45,13.26,14.75,14.57
Cbx6,23.45,24.87,22.37,29.75,32.81,31.51,50.01,52.5,51.25
Mrm2,3.69,2.68,2.9,3.63,3.68,3.01,2.03,2.78,2.76
Jmjd8,9.87,8.94,9.4,32.35,33.14,34.39,19.51,21.83,22.34
Tnpo2,36.65,35.8,35.12,26.28,25.41,24.09,25.75,24.63,24.15
Sardh,8.6,8.43,8.72,8.5,10.96,9.86,11.65,11,11.16
Ifi202b,0.03,0,0,0.03,0,0.03,0.03,0,0
Trex2,0,0,0.06,0,0,0,0,0,0
Chd6,4.99,5.61,5.29,8.03,7.32,7.07,7.49,8.17,8.1
Wnt11,2.98,2.81,3.02,2.16,1.6,1.59,0.7,0.87,0.69
Exosc3,11.02,8.91,10.02,11.11,11.21,10.72,7.39,7.34,6.63
Mllt6,5.28,5.45,5.52,8.25,7.85,7.59,9.55,10.19,9.92
Rcn1,111.53,118.67,116.74,104.63,106.6,115,101.32,96.13,95.97
Ercc6,3.14,3.48,4.01,4.24,4.16,3.41,2.73,3.27,2.83
Bend3,4.78,4.46,4.66,4.14,4.71,4.39,2.44,2.81,2.86
Rpusd2,1.13,1.42,1.42,1.42,1.02,1.32,0.92,0.83,1.09
Lcorl,2.48,2.82,2.85,2.33,2.15,2.29,1.95,2.32,1.93
Cacna1e,0,0,0.01,0.01,0,0.03,0.01,0.02,0
Epor,0.07,0.05,0.1,0.15,0.19,0.2,0.14,0.18,0.05
Mks1,2.02,2.5,2.41,3.44,3.04,3.23,2.01,2.27,2.15
Armt1,10.86,9.75,10.03,11.24,9.85,10.67,6.46,7.21,7.86
Ttc39a,0.11,0.11,0.26,0.08,0.05,0.13,0.08,0.16,0.12
Avil,0.58,0.78,0.77,0.27,0.22,0.13,1.01,0.74,0.95
Atp8b3,0.04,0.04,0.03,0.04,0,0.02,0.05,0.01,0
Rln3,0,0,0,0,0,0,0,0.16,0
Nr1d1,34.87,32.86,34.15,10.5,10.69,8.66,35.97,39.25,41.73
Stkld1,0.06,0,0.08,0,0.03,0,0.03,0.11,0.06
Prrg1,3.5,3.97,3.89,5.83,5.4,5.73,3.99,3.63,4.02
Gpha2,0,0,0,0.13,0,0.12,0,0.12,0
Sh3bgrl3,259.38,248.76,213.78,183.22,176.2,181.43,194.02,190.48,172.43
Dhx35,3.39,3.77,3.56,3.71,3.41,3.62,3.56,4.36,4.6
Prep,67.34,66.59,66.49,45,47.08,45.84,29.71,28.6,28.31
Ndufv2,31.9,28.84,28.61,36.6,34.98,39.1,26.31,24.23,21.58
Tmem159,11.86,11.31,11.88,9.34,10.24,9.38,22.43,17.6,21.38
Esyt1,46.17,46.02,45.64,19.72,21.49,20.09,38.33,40.43,40.19
Atn1,84.12,77.72,79.65,69.1,68.01,61.45,66.42,72.27,72.28
Gm2511,0,0,0,0,0,0,0,0,0.15
Ppm1k,1.5,1.98,1.49,1.8,1.51,1.86,2.12,2.09,1.72
Hrasls,0.1,0.04,0.06,0,0,0,0.02,0.06,0.07
Hhex,0.14,0.18,0.14,0.04,0.07,0.17,0,0,0.08
Map4,128.66,138.55,132.56,95.39,94.92,89.29,118.44,122.66,129.6
Hspb11,17.37,15.93,16.2,20.34,19.72,16.04,16.48,17.53,17.88
Tent5a,4.71,4.22,4.2,14.86,15.62,15.59,19.91,20.34,19.13
Mgea5,17.26,18.43,18.03,24.42,24.81,24.21,16.67,17.5,16.73
Mrgprh,0,0.03,0,0,0,0,0.03,0,0
Pgm2,31.9,32.22,31.08,42.07,46.32,42.3,39.07,36.82,36.28
Suv39h2,2.12,2,2.04,1.67,1.56,1.85,0.39,0.31,0.46
Tectb,0,0,0,0,0.02,0.02,0,0.02,0.02
Pih1d2,0.49,0.78,0.5,0.72,0.76,1.1,0.15,0.3,0.33
Zfp420,1,1.07,0.98,2.27,2.25,2.36,1.43,1.39,1.68
Ppm1f,13.61,12.87,12.38,13.62,14.04,14.3,11.7,10.61,11.26
Sfrp5,0.03,0,0,0,0.06,0,0,0,0
B3galnt1,21.08,21.14,22.44,19.82,22.19,20.89,24.52,25.7,24.99
Nr1i3,0,0,0,0.09,0,0.03,0,0,0.03
Ap2s1,85.69,73.15,80.89,80.68,80.48,87.25,66.12,56.6,62.66
Izumo4,3.69,2.17,2.04,7.18,6.95,6.33,8.61,8.03,7.57
Lmo1,0.31,0.4,0.13,0.46,0.32,0.77,0.07,0.07,0.08
Grrp1,0,0,0.05,0,0,0,0,0,0
Prpf39,10.01,10.04,9.63,13.17,12.46,13.57,8.92,10.6,10.23
Fgf13,0.96,1.04,0.73,0.17,0.18,0.09,0.33,0.61,0.32
Parl,32.06,31.63,31.4,26.57,27.05,27.23,19.35,20.17,19.81
Aig1,8.34,8.91,8.63,2.05,2.47,2.43,5.01,5.11,3.79
Pcp4l1,1.73,1.05,2.32,0.8,0.59,0.59,0.62,0.43,0.52
Ppp2r5d,42.32,42.38,40.05,41.02,42.01,40.25,29.06,32.55,30.33
Fmo4,0.13,0.21,0.16,0.47,0.25,0.22,0.39,0.35,0.25
Anapc5,94.3,87.29,86.46,82.97,87.2,89.21,62.58,59.66,56.71
Fbxw5,15.48,14.07,15.61,24.29,25.78,24.52,17.5,17.83,17.12
Srebf2,43.43,41.91,41.75,53.02,54.66,52.23,53.21,51.95,51.65
Mrpl1,4.75,5.74,4.96,5.52,5.61,5.35,4.14,3.7,3.24
Iqcc,4.94,4.15,5.46,7.43,7.95,8.13,5.75,5.87,5.03
Itpka,0.03,0,0,0.1,0.07,0.27,0.1,0,0.07
Rab4a,9.82,9.23,9.33,7.93,7.43,9.73,10.91,8.67,9.46
Alg14,23.87,26.54,23.75,21.89,20.39,18.61,19.73,16.07,18.13
Nlrx1,3.78,4.09,4.34,3.78,3.9,3.68,5.87,5.95,4.97
Gm2260,0,0,0,0.07,0,0.08,0,0.07,0
Tent4a,13.27,13.58,12.3,10.42,10.11,9.3,8.7,8.1,9.42
Rab27a,1.86,2.27,1.94,0.14,0.33,0.23,1.93,3.09,2.38
Ccnjl,0.04,0.09,0.09,0,0.04,0.04,0,0.02,0
Slc1a6,10.14,10.36,9.94,0.38,0.87,0.65,2.25,3.57,2.31
Lce1l,0.72,0.55,0.74,0,0,0,0.1,0,0.12
Adam33,3.06,2.88,3.71,0.75,0.86,0.61,8.61,8.41,8.83
Car4,0.14,0,0,0,0.19,0.1,0,0.05,0.11
Trim41,9.79,10.66,10.87,10.48,12.16,12.92,12.68,13.7,13.48
Tfap2e,0.03,0,0.03,0.06,0,0.06,0,0,0
Zfp811,0.92,0.75,0.79,0.86,1.01,0.89,0.54,0.96,0.83
Ncam2,0.14,0.06,0.08,0.62,0.76,0.61,0.17,0.34,0.31
Acly,64.37,69.14,64.95,136.28,126.38,134.08,88.41,83.72,90.77
Gpbp1,24.73,24.95,26.45,23.87,24.27,26.2,20.7,19.23,19.82
Fbxo38,12.31,13.04,12.96,14.74,14.5,15.12,14.26,14.62,14.15
Tlx2,0,0,0,0,0,0,0,0.04,0
Ces1d,0,0,0,0.03,0.06,0.03,4,4.95,4.62
Lig3,11.17,11.39,12.1,8.63,9.39,8.57,6.13,5.76,6.69
Tex43,0,0,0,0,0,0,0,0,0.06
Cib2,1.01,1.08,0.47,2.4,1.04,2.14,1.47,2.14,1.14
Map3k9,0.03,0,0.04,0,0.01,0,0.01,0.01,0.02
Ntn3,0.42,0.38,0.45,0.36,0.27,0.25,1.33,1.2,1.03
Plin2,0,0,0,0,0,0,0,0,0.07
Zfp273,0.99,1.12,0.93,0.69,1.06,0.77,1.65,1.26,1.45
Pcnp,39.28,41.42,37.04,43.1,41.71,45.12,42.59,37.02,41.46
Rbbp7,114.37,113.7,117.08,155.43,151.92,154.34,71.9,67.55,65.86
Usp17ld,0.04,0,0,0,0,0,0,0,0
Zscan21,6.24,5.97,5,6.93,6.84,7.21,7.09,8.32,6.48
Mapk10,0,0.03,0,0.1,0.04,0.07,0.07,0.02,0.08
Sirt2,31.72,32.21,32.02,34.94,36.76,32.35,54.26,55.78,53.78
Pik3r5,0.18,0.41,0.36,0.22,0.12,0.12,0.33,0.24,0.24
Ahrr,1.32,0.97,1.41,0.3,0.2,0.19,0.18,0.18,0.17
Gfra1,1.78,1.68,1.29,29.1,33.33,36.18,7.9,6.91,7.53
Adap1,0.08,0.11,0.07,0.08,0.17,0.1,0.61,0.35,0.4
Zfp987,0.02,0.04,0.02,0.02,0,0.02,0,0.02,0
Setdb1,11.25,12.14,11.34,15.26,15.29,15.53,8.87,8.87,9.65
Sertad4,11.39,13.19,13.06,3.41,3.46,4.16,20.37,21.91,20.77
Rbbp9,11.22,11.26,11.11,12.09,11.97,14.4,14.45,13.71,12.8
Siva1,30.82,27.89,27.43,34.3,28.74,33.37,28.67,25.74,27.56
Dnajb1,15.84,15.98,16.88,13.59,14.22,13.63,12.23,10.97,11.29
Magee2,0,0.08,0.08,0.11,0.08,0.05,0.08,0.03,0
Iqsec3,0,0,0,0,0,0.01,0,0.02,0
Fam199x,1.52,1.53,1.71,1.56,1.28,1.37,1.13,1.3,1.29
Gm10591,0,0,0,0,0,0,0.08,0,0
Myh14,0.08,0.06,0.06,0,0,0,0.03,0.15,0.17
Cachd1,11.04,11.21,11.36,12.82,13.37,12.54,12.04,11.4,11.72
Npepps,41.35,40.4,38.94,47.39,50.43,50.24,39.39,39.55,41.26
Tjp3,0,0,0,0,0.02,0,0.04,0.02,0.02
Sync,0.32,0.34,0.44,0.03,0,0.03,0.8,1.11,1.14
Taf5,2.3,1.95,2.71,2.35,2.28,2.69,1.03,1.18,0.99
Itgb3bp,3.79,3.12,4.41,5.34,5.37,5.88,2.61,3.41,2.55
Icam2,0,0,0.06,0,0.06,0,0,0,0.06
Rnf43,0,0,0,0,0.03,0,0.01,0,0
Prn,0.22,0,0,0.11,0.09,0,0,0,0
Spata24,7.06,7.82,5.9,7.57,7.55,8.31,2.91,3.63,3.15
Smurf2,27.01,26.63,28.34,23.35,21.51,21.51,20.33,21.31,19.06
Cmas,14.35,14.05,15.15,11.68,12.53,13.26,11.39,10.34,9.52
Tmem110,5.83,5.43,5.36,5.41,5.94,5.55,6.12,6.29,6.74
Matr3,40.38,42.65,42.93,50.41,48.51,53.98,38.85,38.11,36.87
Snap25,0.03,0.05,0.11,0.67,0.69,0.65,0,0.03,0
Nos1,0.02,0.04,0.04,0.01,0.01,0,0.01,0.01,0.01
Adamts9,6.76,7.96,7.4,12.61,13.15,12.63,3.69,3.64,3.11
S100a14,0.12,0.12,0.42,0,0,0.14,0,0.07,0.07
Sacs,7.01,7.27,8.72,2.16,1.94,1.78,1.47,1.5,1.82
Polr2m,84.72,83.32,80.45,77.55,85.27,88.21,76.75,77.76,76.33
Pik3c2b,0.36,0.36,0.38,0.2,0.1,0.18,0.31,0.22,0.28
Lrmda,0.5,0.45,0.45,0.37,0.29,0.17,2.68,0.84,1.11
Psmc3ip,5.45,3.73,5.8,4.9,4.48,4.63,0.73,1.14,0.96
Rpl24,560.28,575.87,544.67,617.58,611.09,596.15,585.4,526.96,500.3
Nup188,22.06,21.49,22.29,23.18,23.78,21.57,12.14,12.43,11.77
Mab21l3,0.62,0.76,0.85,0.54,0.53,0.55,0.55,0.5,0.56
Rida,10.77,10.29,10.57,16.69,14.05,14.36,17.09,12.51,14.39
Cebpg,8.83,9.23,9.68,7.92,7.79,8.2,9.94,9.81,9.54
Gpr83,0,0.05,0,0,0,0,0,0,0.02
Spsb2,5.85,5.42,5.22,4.58,4.62,3.99,6.86,6.75,6.62
Asna1,45.49,40.76,37.34,41.29,40.04,38.68,42.51,34.78,36.14
Ndufaf2,24.68,21.66,21.65,23.17,16.25,23.19,15.1,11.18,12.4
Dgcr2,20.7,21.51,20.79,36.06,34.66,32.8,24.09,25.05,25.1
Tmem140,2.53,2.61,2.01,1.66,2.22,1.2,14.89,15.67,14.48
Efhc2,0,0,0.03,0,0,0,0.05,0.05,0
Ctdsp1,50.73,50.93,49.58,56.51,60.24,56.59,62.99,66.06,60.07
Poglut1,20.46,19.22,17.82,31.68,32.32,33.09,22.86,23.84,24.61
Tssk2,0,0.05,0,0.05,0.05,0.13,0,0,0
Ncapd3,7.42,8.54,8.51,9.62,9.03,8.58,2.74,2.82,2.91
Abhd14b,13.42,12.49,12.77,27.58,25.79,25.66,26.37,24.21,24.66
Zfp82,1.63,1.21,1.2,1.11,0.86,1.11,1.7,1.31,1.08
Notch2,21.15,21.83,21.47,24.73,22.37,19.68,19.37,19.85,20.14
Creb3l2,37.86,38.7,37.53,33.25,30.48,28.65,34.03,37.23,35.16
Cdv3,60.12,62.13,63.23,38.16,40.22,40.56,34.07,32.93,32.36
Pold2,19.18,18.96,17.87,23.13,22.79,23.19,9.42,8.31,9.54
Gm13288,0.4,0.23,0.04,0.16,0.03,0.11,0.13,0.18,0.23
Tmx1,28.6,29.26,28.7,25.42,25.39,27.78,17.35,16.71,16.24
Sla,0.07,0.12,0.07,0.04,0,0.02,0.06,0,0
Spink8,0,0,0,0.42,0.31,0.31,0,0,0
Gm906,0.06,0.12,0.01,0,0,0,0.02,0.01,0.03
Ankef1,0,0,0.07,0.04,0.09,0.15,0.15,0.06,0.05
Msl3l2,3.32,2.9,3.44,2.08,2.54,2.41,3.32,2.76,2.98
Ntng2,1.51,1.81,1.38,2.44,2.85,2.06,4.16,3.86,3.75
Anapc2,41.96,41.45,40.65,40.96,42.46,44.11,39.7,39.03,42.2
Plekhf1,27.12,28,26.2,24.25,24.35,25.63,33.98,38.81,33.95
Calhm5,7.9,8.26,8.05,3.57,3.22,3.27,12.66,10.99,10.58
Il22,0,0,0.06,0,0,0,0,0,0
Adora2a,0.55,0.41,0.3,0.06,0.21,0.27,0.76,1.25,1.01
Pdf,10.01,10.35,10.86,11.76,11.7,13.72,8.18,9.7,8.24
Pxmp2,2.13,1.72,1.35,1.57,0.96,1.52,1.5,1.96,2.57
Trmt44,2.69,2.61,2.91,2.05,2.02,2.25,1.52,1.85,1.74
Rps11,643.46,637.04,627.48,710.9,725.31,748.01,708.2,605.56,664.23
Ces2c,0,0,0,0,0,0.06,0,0,0.03
Dppa2,0.18,0.35,0.09,0.03,0.06,0,0,0.03,0.03
Phka1,4.14,4.88,4.3,4.05,4.2,4.47,2.52,2.95,2.59
Qrfpr,0.03,0.03,0.03,0,0,0,0.03,0,0
Htr2b,0.12,0.19,0.08,0.05,0.09,0.09,0.09,0.02,0.06
Cog4,18.97,17.32,17.35,25.88,26.08,27.32,20.13,20.44,19.72
4930590J08Rik,0.03,0.03,0.02,0.08,0.09,0.04,0.04,0.11,0.1
Apol7e,0,0.01,0.04,0.03,0,0.17,0.06,0.09,0
Ash2l,21.24,22.11,22.78,17.93,18.65,18.37,14.14,14.45,15.53
Cib4,0,0,0.19,0,0,0,0,0.09,0
Chrnb1,1.32,1.77,1.27,0.2,0.33,0.39,0.93,1.31,0.99
Spata48,0.2,0.1,0.39,0.1,0.1,0.1,0.25,0.19,0.03
Prr19,0.05,0,0.05,0.05,0,0,0.04,0.15,0.27
Ankrd13b,10.08,9.71,9.36,11.76,12.68,10.91,9.53,10.25,10.12
Bhlhe40,16.87,17.97,17.82,22.09,20.23,21.04,29.37,29.67,30.07
Pcdha9,0.08,0.1,0,0.04,0,0,0,0.06,0.1
Actn1,353.55,351.31,372.52,57.4,59.82,60.69,108.53,111.23,119.41
Kcnh1,0.08,0.12,0.09,0.14,0.11,0.26,0.02,0.05,0.05
Rps28,440.25,332.05,385.87,549,479.5,568.55,484.3,436.35,422.94
Zfp33b,1.86,2.02,2.33,2.87,3.46,3.06,2.55,2.29,2.22
Fut1,0,0,0,0,0,0,0.02,0,0
Chrnb4,0.03,0.04,0,0,0,0,0,0,0
Gm42372,0,0.03,0.01,0,0,0.01,0.03,0,0
Aktip,11.88,13.09,10.07,9.86,9.41,8.81,16.25,15.68,15.45
Atg10,2.22,2.86,2.74,2.97,4.05,3.99,4.55,4.37,4.25
Zgrf1,2.38,2.5,2.74,2.27,1.77,2.02,0.82,0.72,0.77
3830417A13Rik,0.11,0,0,0,0.04,0,0,0,0
Asb13,2.42,2.97,2.34,2.54,2.56,2.77,3.76,3.05,3.71
Gfm1,22.65,23.34,22.77,24.08,22.61,22.75,13.68,13.64,13.8
P2ry4,0.01,0,0,0,0,0.01,0,0,0
Cox6c,114.39,82.47,108.41,140.2,135.3,152.18,107.5,99.17,120.77
Itih5,0.31,0.38,0.39,0.19,0.28,0.21,0.99,0.91,0.69
Fam135a,6.83,6.97,7.28,6.55,7,6.12,6.78,7.1,6.44
Ppargc1b,0.16,0.04,0.06,1.68,1.28,1.1,0.45,0.4,0.35
Fto,32.4,33.89,31.34,29.51,32.86,32.11,34.04,36.49,35.75
Pex10,2.57,3.08,1.53,3.94,3.63,4.13,2.05,2.18,2.22
Scd1,81.14,86.11,81.03,233.27,204.91,189.45,421.25,592.04,550.24
Rtca,23.18,22.72,24.01,21.52,17.53,20.39,15.16,16.5,13.73
1700010I14Rik,0.72,1.22,0.83,0.66,0.27,0.36,0.76,0.42,0.58
Vsig10l,2.38,1.92,2.27,1.79,1.5,1.4,2.75,3.2,2.65
Hsd11b1,1.51,1.74,1.12,2.05,1.63,2.04,4.43,3.46,3.07
Zmynd19,8.86,8.63,8.4,9.81,9.62,9.18,4.86,4.76,4.77
Rpl5,456.36,422.47,426.89,584.79,549.87,565.47,467.82,414.53,373.19
Fli1,3.29,3.72,4.03,0.93,0.87,1.03,1.58,1.82,1.82
Polh,16.64,16.07,17.14,14.44,14.64,15.07,6.12,5.62,6.15
Trappc6b,28.73,27.58,28.57,25.92,27.07,32.09,27.48,24.83,24.8
Bckdhb,7.25,6.04,6.69,11.12,11.8,12.72,9.97,10.31,10.33
Stx2,18.4,18.48,17.76,10.51,12.01,11.48,19.15,20.15,20.38
LOC100862433,3.4,2.12,2.96,4,4.18,3.53,3.8,2.92,1.7
Pon2,24.82,25.03,23.51,23.35,21.6,24.45,27.26,28.31,28.78
Sox5,0.47,0.52,0.56,0.71,0.62,0.73,0.8,0.8,0.86
Fcrls,0,0,0,0,0,0,0.75,0.03,0.4
Rpl9,457.51,424.15,429.34,559.18,547.12,565.76,485.75,408.72,405.73
Slc6a8,31.3,30.3,31.26,26.64,29.47,27.72,37.41,38.75,37.45
4933417A18Rik,0.07,0,0.11,0.21,0.21,0.14,0.14,0.07,0
Smox,3.58,4.57,4.52,5.82,5.29,5.62,7.9,8.24,7.89
Nab1,12.87,13.52,13.1,11.91,12.91,14.58,15.64,16.1,16.51
Tas2r126,0.07,0,0.07,0,0,0,0,0,0
Raver1,45.1,38.98,43.63,49.89,48.18,48.3,26.89,27.19,25.59
Cdh16,0.02,0,0,0,0,0,0,0,0
Zfand1,5.96,7.14,4.79,8.33,11.19,8.74,9.92,10.14,9.14
Dok6,0,0.61,0.13,0.2,0.39,0.2,0.58,0.2,0.22
Tmem163,0,0,0.02,0,0,0,0,0,0
S100b,1.16,0.8,1,0.27,0.37,0.11,2.72,3.05,2.4
Rnf170,4.81,5.36,5.27,9.43,9.83,10.97,8.2,7.8,8.43
Zdhhc13,9.26,10.5,9.09,8.2,10.44,11.01,5.59,5.68,6.01
Actg2,119.71,127.64,119.01,6.13,7.39,7.05,19.49,15.42,18.17
Amotl1,19.04,20.36,20.67,9.39,9.87,9.06,19.52,19.81,19.31
4930486L24Rik,0.22,0.19,0.32,0.75,0.55,0.5,0.67,0.54,1
Tcf3,36.16,36.33,37.77,29.02,28.21,27.7,29.04,30.82,29.39
Snap91,0.53,0.5,0.58,0.09,0.18,0.18,0.31,0.33,0.29
Slbp,24.6,27.1,28.61,27.92,24.22,25.59,9.08,10.8,9.71
Lynx1,16.02,16.67,16.49,16.98,17.98,19.85,22.08,20.21,20.37
Kdm4c,5.48,6.15,5.26,6.68,5.85,7.22,6.98,7.47,7.23
Sbds,28.09,27.22,29.43,23.82,22.84,26.5,36.16,34.21,34.26
Slc4a1,0,0,0,0,0.01,0,0,0,0
Caly,0,0,0,0.07,0.07,0,0.07,0,0
Hspa13,23.14,25.07,24.44,22.48,21.6,24.9,19.3,19.52,19.05
Cd46,0.3,0.37,0.33,0.98,0.67,0.98,0.75,0.83,0.95
Rdh10,4.86,5.79,4.74,10.5,11.33,13.37,4.44,4.33,5.01
Pggt1b,7.91,9.14,9.8,8.55,8.51,8.4,7.34,7.43,6.85
B3galt1,2.19,1.87,1.78,6.36,5.55,5.06,3.17,3.3,2.72
Zfp433,0.54,1.06,0.63,1.06,1.02,1.26,0.41,0.83,0.73
Zzz3,21.4,21.57,21.6,16.71,17.72,16.99,17.51,16.9,15.76
Prcp,15.34,15.28,15.42,21.09,20.1,22.39,8.93,9.56,9.01
Kif15,7.67,8.12,8.31,7.41,7.06,7.72,0.58,0.6,0.65
